instruction,input,output
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Dolly, I was born on 26-09-1956, and my place of birth is Krishnanagar  at 7:13, and my zodiac sign is aquarius.","Mercury in 5th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jayanti, I was born on 28-10-1946, and my place of birth is Dewas  at 16:40, and my zodiac sign is cancer.","Mars in 5th House so you should invest in sports stocks. Some stocks in this field are the Madison Square Garden Company, Churchill Downs Incorporated, Formula One Group, PENN Entertainment etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Barkha, I was born on 05-05-1972, and my place of birth is Haldwani-cum-Kathgodam  at 21:14, and my zodiac sign is scorpio.","Mars in 10th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Inderveer, I was born on 23-03-1998, and my place of birth is Jalandhar  at 1:15, and my zodiac sign is pisces.","Mars in 5th House so you should invest in sports stocks. Some stocks in this field are the Madison Square Garden Company, Churchill Downs Incorporated, Formula One Group, PENN Entertainment etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Devashish, I was born on 11-10-1980, and my place of birth is Jaunpur  at 8:33, and my zodiac sign is aries.","Mercury in 8th House so you should invest in Retail stocks. Some stocks in this field are V2 Retail, V-Mart Retail, Sai Silks (Kalamandir) Ltd, Spencer's Retail etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bhuvan, I was born on 31-03-1960, and my place of birth is Chandigarh  at 20:36, and my zodiac sign is leo.","Venus in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Vinod, I was born on 29-12-1953, and my place of birth is Greater Mumbai  at 11:36, and my zodiac sign is sagittarius.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Lipika, I was born on 13-05-1975, and my place of birth is Hisar at 19:39, and my zodiac sign is taurus.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Siddharth, I was born on 09-08-1962, and my place of birth is Ujjain at 10:49, and my zodiac sign is virgo.","Rahu in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Seema, I was born on 01-08-1953, and my place of birth is Sambalpur at 6:3, and my zodiac sign is capricorn.","Moon in 1st House so you should invest in food stocks. Some stocks in this field are Britannia Industries, Hatsun Agro Products, Mrs. Bectors Food, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Namita, I was born on 06-08-1994, and my place of birth is Mainpuri  at 12:58, and my zodiac sign is gemini.","Sun in 3rd House so you should invest in media and communication stocks. Some stocks in this field are Reliance Industries, Hathway, Route Mobile, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Loshith, I was born on 30-01-1958, and my place of birth is Hospet  at 17:53, and my zodiac sign is libra.","Venus in 10th House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
